stage,id,subject,topic,concept,answer,lengths,ratio,unique_longest,reasons,repeat_ids
before,Q354,L22,L22103,信賴區間,D,13/12/29/32,1.7777777777777777,True,unique-longest-correct;repeated-option-set,"Q352,Q353,Q354,Q355,Q356,Q357"
before,Q355,L22,L22103,信賴區間,C,12/13/32/29,1.7777777777777777,True,unique-longest-correct;repeated-option-set,"Q352,Q353,Q354,Q355,Q356,Q357"
before,Q356,L22,L22103,信賴區間,D,12/29/13/32,1.7777777777777777,True,unique-longest-correct;repeated-option-set,"Q352,Q353,Q354,Q355,Q356,Q357"
before,Q357,L22,L22103,信賴區間,B,13/32/12/29,1.7777777777777777,True,unique-longest-correct;repeated-option-set,"Q352,Q353,Q354,Q355,Q356,Q357"
before,Q358,L22,L22103,Type I / Type II Error,A,32/19/11/13,2.2325581395348837,True,length>=2x;unique-longest-correct;repeated-option-set,"Q358,Q359,Q360,Q361,Q362,Q363"
before,Q359,L22,L22103,Type I / Type II Error,A,32/13/19/11,2.2325581395348837,True,length>=2x;unique-longest-correct;repeated-option-set,"Q358,Q359,Q360,Q361,Q362,Q363"
before,Q360,L22,L22103,Type I / Type II Error,D,13/19/11/32,2.2325581395348837,True,length>=2x;unique-longest-correct;repeated-option-set,"Q358,Q359,Q360,Q361,Q362,Q363"
before,Q361,L22,L22103,Type I / Type II Error,D,11/13/19/32,2.2325581395348837,True,length>=2x;unique-longest-correct;repeated-option-set,"Q358,Q359,Q360,Q361,Q362,Q363"
before,Q362,L22,L22103,Type I / Type II Error,C,19/11/32/13,2.2325581395348837,True,length>=2x;unique-longest-correct;repeated-option-set,"Q358,Q359,Q360,Q361,Q362,Q363"
before,Q363,L22,L22103,Type I / Type II Error,A,32/19/13/11,2.2325581395348837,True,length>=2x;unique-longest-correct;repeated-option-set,"Q358,Q359,Q360,Q361,Q362,Q363"
before,Q364,L22,L22202,NoSQL 選型,C,20/22/58/19,2.8524590163934427,True,length>=2x;unique-longest-correct;repeated-option-set,"Q364,Q365,Q366,Q367,Q368,Q369"
before,Q365,L22,L22202,NoSQL 選型,D,22/20/19/58,2.8524590163934427,True,length>=2x;unique-longest-correct;repeated-option-set,"Q364,Q365,Q366,Q367,Q368,Q369"
before,Q366,L22,L22202,NoSQL 選型,C,20/19/58/22,2.8524590163934427,True,length>=2x;unique-longest-correct;repeated-option-set,"Q364,Q365,Q366,Q367,Q368,Q369"
before,Q367,L22,L22202,NoSQL 選型,C,20/22/58/19,2.8524590163934427,True,length>=2x;unique-longest-correct;repeated-option-set,"Q364,Q365,Q366,Q367,Q368,Q369"
before,Q368,L22,L22202,NoSQL 選型,D,20/19/22/58,2.8524590163934427,True,length>=2x;unique-longest-correct;repeated-option-set,"Q364,Q365,Q366,Q367,Q368,Q369"
before,Q369,L22,L22202,NoSQL 選型,D,19/20/22/58,2.8524590163934427,True,length>=2x;unique-longest-correct;repeated-option-set,"Q364,Q365,Q366,Q367,Q368,Q369"
before,Q370,L22,L22202,Lakehouse,C,26/25/51/20,2.1549295774647885,True,length>=2x;unique-longest-correct;repeated-option-set,"Q370,Q371,Q372,Q373,Q374,Q375"
before,Q371,L22,L22202,Lakehouse,D,26/20/25/51,2.1549295774647885,True,length>=2x;unique-longest-correct;repeated-option-set,"Q370,Q371,Q372,Q373,Q374,Q375"
before,Q372,L22,L22202,Lakehouse,D,25/20/26/51,2.1549295774647885,True,length>=2x;unique-longest-correct;repeated-option-set,"Q370,Q371,Q372,Q373,Q374,Q375"
before,Q373,L22,L22202,Lakehouse,A,51/25/20/26,2.1549295774647885,True,length>=2x;unique-longest-correct;repeated-option-set,"Q370,Q371,Q372,Q373,Q374,Q375"
before,Q374,L22,L22202,Lakehouse,D,25/20/26/51,2.1549295774647885,True,length>=2x;unique-longest-correct;repeated-option-set,"Q370,Q371,Q372,Q373,Q374,Q375"
before,Q375,L22,L22202,Lakehouse,B,26/51/25/20,2.1549295774647885,True,length>=2x;unique-longest-correct;repeated-option-set,"Q370,Q371,Q372,Q373,Q374,Q375"
before,Q376,L22,L22203,Spark 與記憶體運算,A,37/12/20/15,2.3617021276595747,True,length>=2x;unique-longest-correct;repeated-option-set,"Q376,Q377,Q378,Q379,Q380,Q381"
before,Q377,L22,L22203,Spark 與記憶體運算,B,20/37/15/12,2.3617021276595747,True,length>=2x;unique-longest-correct;repeated-option-set,"Q376,Q377,Q378,Q379,Q380,Q381"
before,Q378,L22,L22203,Spark 與記憶體運算,A,37/12/15/20,2.3617021276595747,True,length>=2x;unique-longest-correct;repeated-option-set,"Q376,Q377,Q378,Q379,Q380,Q381"
before,Q379,L22,L22203,Spark 與記憶體運算,A,37/15/20/12,2.3617021276595747,True,length>=2x;unique-longest-correct;repeated-option-set,"Q376,Q377,Q378,Q379,Q380,Q381"
before,Q380,L22,L22203,Spark 與記憶體運算,D,20/15/12/37,2.3617021276595747,True,length>=2x;unique-longest-correct;repeated-option-set,"Q376,Q377,Q378,Q379,Q380,Q381"
before,Q381,L22,L22203,Spark 與記憶體運算,B,20/37/12/15,2.3617021276595747,True,length>=2x;unique-longest-correct;repeated-option-set,"Q376,Q377,Q378,Q379,Q380,Q381"
before,Q382,L22,L22203,Exactly-once / Idempotency,C,32/19/39/14,1.7999999999999998,True,unique-longest-correct;repeated-option-set,"Q382,Q383,Q384,Q385,Q386,Q387"
before,Q383,L22,L22203,Exactly-once / Idempotency,C,19/32/39/14,1.7999999999999998,True,unique-longest-correct;repeated-option-set,"Q382,Q383,Q384,Q385,Q386,Q387"
before,Q384,L22,L22203,Exactly-once / Idempotency,C,32/19/39/14,1.7999999999999998,True,unique-longest-correct;repeated-option-set,"Q382,Q383,Q384,Q385,Q386,Q387"
before,Q385,L22,L22203,Exactly-once / Idempotency,A,39/14/19/32,1.7999999999999998,True,unique-longest-correct;repeated-option-set,"Q382,Q383,Q384,Q385,Q386,Q387"
before,Q386,L22,L22203,Exactly-once / Idempotency,A,39/14/32/19,1.7999999999999998,True,unique-longest-correct;repeated-option-set,"Q382,Q383,Q384,Q385,Q386,Q387"
before,Q387,L22,L22203,Exactly-once / Idempotency,D,19/14/32/39,1.7999999999999998,True,unique-longest-correct;repeated-option-set,"Q382,Q383,Q384,Q385,Q386,Q387"
before,Q388,L22,L22302,時間序列切分,D,16/10/21/53,3.3829787234042556,True,length>=3x;unique-longest-correct;repeated-option-set,"Q388,Q389,Q390,Q391,Q392,Q393"
before,Q389,L22,L22302,時間序列切分,D,10/21/16/53,3.3829787234042556,True,length>=3x;unique-longest-correct;repeated-option-set,"Q388,Q389,Q390,Q391,Q392,Q393"
before,Q390,L22,L22302,時間序列切分,B,21/53/10/16,3.3829787234042556,True,length>=3x;unique-longest-correct;repeated-option-set,"Q388,Q389,Q390,Q391,Q392,Q393"
before,Q391,L22,L22302,時間序列切分,C,10/21/53/16,3.3829787234042556,True,length>=3x;unique-longest-correct;repeated-option-set,"Q388,Q389,Q390,Q391,Q392,Q393"
before,Q392,L22,L22302,時間序列切分,C,21/16/53/10,3.3829787234042556,True,length>=3x;unique-longest-correct;repeated-option-set,"Q388,Q389,Q390,Q391,Q392,Q393"
before,Q393,L22,L22302,時間序列切分,D,10/21/16/53,3.3829787234042556,True,length>=3x;unique-longest-correct;repeated-option-set,"Q388,Q389,Q390,Q391,Q392,Q393"
before,Q394,L22,L22303,視覺化誠信,D,8/17/13/31,2.447368421052632,True,length>=2x;unique-longest-correct;repeated-option-set,"Q394,Q395,Q396,Q397,Q398,Q399"
before,Q395,L22,L22303,視覺化誠信,D,17/8/13/31,2.447368421052632,True,length>=2x;unique-longest-correct;repeated-option-set,"Q394,Q395,Q396,Q397,Q398,Q399"
before,Q396,L22,L22303,視覺化誠信,A,31/13/8/17,2.447368421052632,True,length>=2x;unique-longest-correct;repeated-option-set,"Q394,Q395,Q396,Q397,Q398,Q399"
before,Q397,L22,L22303,視覺化誠信,C,17/8/31/13,2.447368421052632,True,length>=2x;unique-longest-correct;repeated-option-set,"Q394,Q395,Q396,Q397,Q398,Q399"
before,Q398,L22,L22303,視覺化誠信,B,17/31/13/8,2.447368421052632,True,length>=2x;unique-longest-correct;repeated-option-set,"Q394,Q395,Q396,Q397,Q398,Q399"
before,Q399,L22,L22303,視覺化誠信,D,13/8/17/31,2.447368421052632,True,length>=2x;unique-longest-correct;repeated-option-set,"Q394,Q395,Q396,Q397,Q398,Q399"
before,Q400,L22,L22404,K-anonymity 與差分隱私,A,43/24/14/9,2.74468085106383,True,length>=2x;unique-longest-correct;repeated-option-set,"Q400,Q401,Q402,Q403,Q404,Q405"
before,Q401,L22,L22404,K-anonymity 與差分隱私,A,43/14/24/9,2.74468085106383,True,length>=2x;unique-longest-correct;repeated-option-set,"Q400,Q401,Q402,Q403,Q404,Q405"
before,Q402,L22,L22404,K-anonymity 與差分隱私,A,43/14/24/9,2.74468085106383,True,length>=2x;unique-longest-correct;repeated-option-set,"Q400,Q401,Q402,Q403,Q404,Q405"
before,Q403,L22,L22404,K-anonymity 與差分隱私,C,9/14/43/24,2.74468085106383,True,length>=2x;unique-longest-correct;repeated-option-set,"Q400,Q401,Q402,Q403,Q404,Q405"
before,Q404,L22,L22404,K-anonymity 與差分隱私,C,14/9/43/24,2.74468085106383,True,length>=2x;unique-longest-correct;repeated-option-set,"Q400,Q401,Q402,Q403,Q404,Q405"
before,Q405,L22,L22404,K-anonymity 與差分隱私,D,24/9/14/43,2.74468085106383,True,length>=2x;unique-longest-correct;repeated-option-set,"Q400,Q401,Q402,Q403,Q404,Q405"
before,Q406,L23,L23101,Conditional Probability,A,24/11/16/15,1.7142857142857142,True,unique-longest-correct;repeated-option-set,"Q406,Q407,Q408,Q409,Q410,Q411"
before,Q407,L23,L23101,Conditional Probability,A,24/15/11/16,1.7142857142857142,True,unique-longest-correct;repeated-option-set,"Q406,Q407,Q408,Q409,Q410,Q411"
before,Q408,L23,L23101,Conditional Probability,D,15/11/16/24,1.7142857142857142,True,unique-longest-correct;repeated-option-set,"Q406,Q407,Q408,Q409,Q410,Q411"
before,Q409,L23,L23101,Conditional Probability,A,24/16/11/15,1.7142857142857142,True,unique-longest-correct;repeated-option-set,"Q406,Q407,Q408,Q409,Q410,Q411"
before,Q410,L23,L23101,Conditional Probability,D,15/11/16/24,1.7142857142857142,True,unique-longest-correct;repeated-option-set,"Q406,Q407,Q408,Q409,Q410,Q411"
before,Q411,L23,L23101,Conditional Probability,A,24/16/15/11,1.7142857142857142,True,unique-longest-correct;repeated-option-set,"Q406,Q407,Q408,Q409,Q410,Q411"
before,Q412,L23,L23102,Dot Product / Cosine,C,17/28/41/7,2.3653846153846154,True,length>=2x;unique-longest-correct;repeated-option-set,"Q412,Q413,Q414,Q415,Q416,Q417"
before,Q413,L23,L23102,Dot Product / Cosine,C,28/17/41/7,2.3653846153846154,True,length>=2x;unique-longest-correct;repeated-option-set,"Q412,Q413,Q414,Q415,Q416,Q417"
before,Q414,L23,L23102,Dot Product / Cosine,A,41/28/17/7,2.3653846153846154,True,length>=2x;unique-longest-correct;repeated-option-set,"Q412,Q413,Q414,Q415,Q416,Q417"
before,Q415,L23,L23102,Dot Product / Cosine,B,17/41/28/7,2.3653846153846154,True,length>=2x;unique-longest-correct;repeated-option-set,"Q412,Q413,Q414,Q415,Q416,Q417"
before,Q416,L23,L23102,Dot Product / Cosine,B,28/41/17/7,2.3653846153846154,True,length>=2x;unique-longest-correct;repeated-option-set,"Q412,Q413,Q414,Q415,Q416,Q417"
before,Q417,L23,L23102,Dot Product / Cosine,B,28/41/7/17,2.3653846153846154,True,length>=2x;unique-longest-correct;repeated-option-set,"Q412,Q413,Q414,Q415,Q416,Q417"
before,Q418,L23,L23103,Learning Rate,A,32/10/12/12,2.8235294117647056,True,length>=2x;unique-longest-correct;repeated-option-set,"Q418,Q419,Q420,Q421,Q422,Q423"
before,Q419,L23,L23103,Learning Rate,B,10/32/12/12,2.8235294117647056,True,length>=2x;unique-longest-correct;repeated-option-set,"Q418,Q419,Q420,Q421,Q422,Q423"
before,Q420,L23,L23103,Learning Rate,D,10/12/12/32,2.8235294117647056,True,length>=2x;unique-longest-correct;repeated-option-set,"Q418,Q419,Q420,Q421,Q422,Q423"
before,Q421,L23,L23103,Learning Rate,C,12/12/32/10,2.8235294117647056,True,length>=2x;unique-longest-correct;repeated-option-set,"Q418,Q419,Q420,Q421,Q422,Q423"
before,Q422,L23,L23103,Learning Rate,A,32/10/12/12,2.8235294117647056,True,length>=2x;unique-longest-correct;repeated-option-set,"Q418,Q419,Q420,Q421,Q422,Q423"
before,Q423,L23,L23103,Learning Rate,D,12/10/12/32,2.8235294117647056,True,length>=2x;unique-longest-correct;repeated-option-set,"Q418,Q419,Q420,Q421,Q422,Q423"
before,Q424,L23,L23201,L1 / L2 正則化,C,21/21/21/21,1.0,False,,Q424
before,Q425,L23,L23201,L1 / L2 正則化,D,18/14/13/37,2.466666666666667,True,length>=2x;unique-longest-correct;repeated-option-set,"Q425,Q426,Q427,Q428,Q429"
before,Q426,L23,L23201,L1 / L2 正則化,D,13/18/14/37,2.466666666666667,True,length>=2x;unique-longest-correct;repeated-option-set,"Q425,Q426,Q427,Q428,Q429"
before,Q427,L23,L23201,L1 / L2 正則化,A,37/18/13/14,2.466666666666667,True,length>=2x;unique-longest-correct;repeated-option-set,"Q425,Q426,Q427,Q428,Q429"
before,Q428,L23,L23201,L1 / L2 正則化,D,18/13/14/37,2.466666666666667,True,length>=2x;unique-longest-correct;repeated-option-set,"Q425,Q426,Q427,Q428,Q429"
before,Q429,L23,L23201,L1 / L2 正則化,C,13/14/37/18,2.466666666666667,True,length>=2x;unique-longest-correct;repeated-option-set,"Q425,Q426,Q427,Q428,Q429"
before,Q430,L23,L23202,SVM Kernel,C,14/19/45/10,3.13953488372093,True,length>=3x;unique-longest-correct;repeated-option-set,"Q430,Q431,Q432,Q433,Q434,Q435"
before,Q431,L23,L23202,SVM Kernel,D,19/10/14/45,3.13953488372093,True,length>=3x;unique-longest-correct;repeated-option-set,"Q430,Q431,Q432,Q433,Q434,Q435"
before,Q432,L23,L23202,SVM Kernel,C,19/10/45/14,3.13953488372093,True,length>=3x;unique-longest-correct;repeated-option-set,"Q430,Q431,Q432,Q433,Q434,Q435"
before,Q433,L23,L23202,SVM Kernel,D,19/14/10/45,3.13953488372093,True,length>=3x;unique-longest-correct;repeated-option-set,"Q430,Q431,Q432,Q433,Q434,Q435"
before,Q434,L23,L23202,SVM Kernel,D,10/14/19/45,3.13953488372093,True,length>=3x;unique-longest-correct;repeated-option-set,"Q430,Q431,Q432,Q433,Q434,Q435"
before,Q435,L23,L23202,SVM Kernel,A,45/14/10/19,3.13953488372093,True,length>=3x;unique-longest-correct;repeated-option-set,"Q430,Q431,Q432,Q433,Q434,Q435"
before,Q436,L23,L23202,Gradient Boosting,B,33/44/21/22,1.736842105263158,True,unique-longest-correct;repeated-option-set,"Q436,Q437,Q438,Q439,Q440,Q441"
before,Q437,L23,L23202,Gradient Boosting,C,33/22/44/21,1.736842105263158,True,unique-longest-correct;repeated-option-set,"Q436,Q437,Q438,Q439,Q440,Q441"
before,Q438,L23,L23202,Gradient Boosting,A,44/22/33/21,1.736842105263158,True,unique-longest-correct;repeated-option-set,"Q436,Q437,Q438,Q439,Q440,Q441"
before,Q439,L23,L23202,Gradient Boosting,D,21/22/33/44,1.736842105263158,True,unique-longest-correct;repeated-option-set,"Q436,Q437,Q438,Q439,Q440,Q441"
before,Q440,L23,L23202,Gradient Boosting,A,44/33/22/21,1.736842105263158,True,unique-longest-correct;repeated-option-set,"Q436,Q437,Q438,Q439,Q440,Q441"
before,Q441,L23,L23202,Gradient Boosting,D,21/33/22/44,1.736842105263158,True,unique-longest-correct;repeated-option-set,"Q436,Q437,Q438,Q439,Q440,Q441"
before,Q442,L23,L23203,RNN / LSTM,A,39/12/16/15,2.7209302325581395,True,length>=2x;unique-longest-correct;repeated-option-set,"Q442,Q443,Q444,Q445,Q446,Q447"
before,Q443,L23,L23203,RNN / LSTM,B,15/39/12/16,2.7209302325581395,True,length>=2x;unique-longest-correct;repeated-option-set,"Q442,Q443,Q444,Q445,Q446,Q447"
before,Q444,L23,L23203,RNN / LSTM,D,16/15/12/39,2.7209302325581395,True,length>=2x;unique-longest-correct;repeated-option-set,"Q442,Q443,Q444,Q445,Q446,Q447"
before,Q445,L23,L23203,RNN / LSTM,A,39/12/16/15,2.7209302325581395,True,length>=2x;unique-longest-correct;repeated-option-set,"Q442,Q443,Q444,Q445,Q446,Q447"
before,Q446,L23,L23203,RNN / LSTM,A,39/12/16/15,2.7209302325581395,True,length>=2x;unique-longest-correct;repeated-option-set,"Q442,Q443,Q444,Q445,Q446,Q447"
before,Q447,L23,L23203,RNN / LSTM,C,15/12/39/16,2.7209302325581395,True,length>=2x;unique-longest-correct;repeated-option-set,"Q442,Q443,Q444,Q445,Q446,Q447"
before,Q448,L23,L23301,Target Leakage,A,43/17/21/23,2.1147540983606556,True,length>=2x;unique-longest-correct;repeated-option-set,"Q448,Q449,Q450,Q451,Q452,Q453"
before,Q449,L23,L23301,Target Leakage,A,43/21/23/17,2.1147540983606556,True,length>=2x;unique-longest-correct;repeated-option-set,"Q448,Q449,Q450,Q451,Q452,Q453"
before,Q450,L23,L23301,Target Leakage,C,23/21/43/17,2.1147540983606556,True,length>=2x;unique-longest-correct;repeated-option-set,"Q448,Q449,Q450,Q451,Q452,Q453"
before,Q451,L23,L23301,Target Leakage,D,17/23/21/43,2.1147540983606556,True,length>=2x;unique-longest-correct;repeated-option-set,"Q448,Q449,Q450,Q451,Q452,Q453"
before,Q452,L23,L23301,Target Leakage,D,23/21/17/43,2.1147540983606556,True,length>=2x;unique-longest-correct;repeated-option-set,"Q448,Q449,Q450,Q451,Q452,Q453"
before,Q453,L23,L23301,Target Leakage,C,17/23/43/21,2.1147540983606556,True,length>=2x;unique-longest-correct;repeated-option-set,"Q448,Q449,Q450,Q451,Q452,Q453"
before,Q454,L23,L23301,Feature Scaling,A,38/19/13/19,2.235294117647059,True,length>=2x;unique-longest-correct;repeated-option-set,"Q454,Q455,Q456,Q457,Q458,Q459"
before,Q455,L23,L23301,Feature Scaling,C,19/19/38/13,2.235294117647059,True,length>=2x;unique-longest-correct;repeated-option-set,"Q454,Q455,Q456,Q457,Q458,Q459"
before,Q456,L23,L23301,Feature Scaling,B,19/38/13/19,2.235294117647059,True,length>=2x;unique-longest-correct;repeated-option-set,"Q454,Q455,Q456,Q457,Q458,Q459"
before,Q457,L23,L23301,Feature Scaling,A,38/19/19/13,2.235294117647059,True,length>=2x;unique-longest-correct;repeated-option-set,"Q454,Q455,Q456,Q457,Q458,Q459"
before,Q458,L23,L23301,Feature Scaling,A,38/13/19/19,2.235294117647059,True,length>=2x;unique-longest-correct;repeated-option-set,"Q454,Q455,Q456,Q457,Q458,Q459"
before,Q459,L23,L23301,Feature Scaling,A,38/13/19/19,2.235294117647059,True,length>=2x;unique-longest-correct;repeated-option-set,"Q454,Q455,Q456,Q457,Q458,Q459"
before,Q460,L23,L23303,Stratified CV,A,39/17/37/19,1.6027397260273974,True,unique-longest-correct;repeated-option-set,"Q460,Q461,Q462,Q463,Q464,Q465"
before,Q461,L23,L23303,Stratified CV,A,39/37/17/19,1.6027397260273974,True,unique-longest-correct;repeated-option-set,"Q460,Q461,Q462,Q463,Q464,Q465"
before,Q462,L23,L23303,Stratified CV,A,39/37/19/17,1.6027397260273974,True,unique-longest-correct;repeated-option-set,"Q460,Q461,Q462,Q463,Q464,Q465"
before,Q463,L23,L23303,Stratified CV,C,37/19/39/17,1.6027397260273974,True,unique-longest-correct;repeated-option-set,"Q460,Q461,Q462,Q463,Q464,Q465"
before,Q464,L23,L23303,Stratified CV,C,37/19/39/17,1.6027397260273974,True,unique-longest-correct;repeated-option-set,"Q460,Q461,Q462,Q463,Q464,Q465"
before,Q465,L23,L23303,Stratified CV,B,17/39/19/37,1.6027397260273974,True,unique-longest-correct;repeated-option-set,"Q460,Q461,Q462,Q463,Q464,Q465"
before,Q466,L23,L23303,ROC-AUC / PR-AUC,B,24/64/25/12,3.1475409836065578,True,length>=3x;unique-longest-correct;repeated-option-set,"Q466,Q467,Q468,Q469,Q470,Q471"
before,Q467,L23,L23303,ROC-AUC / PR-AUC,D,12/25/24/64,3.1475409836065578,True,length>=3x;unique-longest-correct;repeated-option-set,"Q466,Q467,Q468,Q469,Q470,Q471"
before,Q468,L23,L23303,ROC-AUC / PR-AUC,A,64/24/25/12,3.1475409836065578,True,length>=3x;unique-longest-correct;repeated-option-set,"Q466,Q467,Q468,Q469,Q470,Q471"
before,Q469,L23,L23303,ROC-AUC / PR-AUC,B,12/64/24/25,3.1475409836065578,True,length>=3x;unique-longest-correct;repeated-option-set,"Q466,Q467,Q468,Q469,Q470,Q471"
before,Q470,L23,L23303,ROC-AUC / PR-AUC,D,24/25/12/64,3.1475409836065578,True,length>=3x;unique-longest-correct;repeated-option-set,"Q466,Q467,Q468,Q469,Q470,Q471"
before,Q471,L23,L23303,ROC-AUC / PR-AUC,A,64/25/24/12,3.1475409836065578,True,length>=3x;unique-longest-correct;repeated-option-set,"Q466,Q467,Q468,Q469,Q470,Q471"
before,Q472,L23,L23304,Early Stopping,B,24/41/25/21,1.7571428571428573,True,unique-longest-correct;repeated-option-set,"Q472,Q473,Q474,Q475,Q476,Q477"
before,Q473,L23,L23304,Early Stopping,C,25/24/41/21,1.7571428571428573,True,unique-longest-correct;repeated-option-set,"Q472,Q473,Q474,Q475,Q476,Q477"
before,Q474,L23,L23304,Early Stopping,C,24/25/41/21,1.7571428571428573,True,unique-longest-correct;repeated-option-set,"Q472,Q473,Q474,Q475,Q476,Q477"
before,Q475,L23,L23304,Early Stopping,A,41/21/24/25,1.7571428571428573,True,unique-longest-correct;repeated-option-set,"Q472,Q473,Q474,Q475,Q476,Q477"
before,Q476,L23,L23304,Early Stopping,C,21/24/41/25,1.7571428571428573,True,unique-longest-correct;repeated-option-set,"Q472,Q473,Q474,Q475,Q476,Q477"
before,Q477,L23,L23304,Early Stopping,B,24/41/21/25,1.7571428571428573,True,unique-longest-correct;repeated-option-set,"Q472,Q473,Q474,Q475,Q476,Q477"
before,Q478,L23,L23402,公平性指標取捨,D,15/18/33/37,1.6818181818181819,True,unique-longest-correct;repeated-option-set,"Q478,Q479,Q480,Q481,Q482,Q483"
before,Q479,L23,L23402,公平性指標取捨,A,37/18/15/33,1.6818181818181819,True,unique-longest-correct;repeated-option-set,"Q478,Q479,Q480,Q481,Q482,Q483"
before,Q480,L23,L23402,公平性指標取捨,B,33/37/15/18,1.6818181818181819,True,unique-longest-correct;repeated-option-set,"Q478,Q479,Q480,Q481,Q482,Q483"
before,Q481,L23,L23402,公平性指標取捨,C,33/15/37/18,1.6818181818181819,True,unique-longest-correct;repeated-option-set,"Q478,Q479,Q480,Q481,Q482,Q483"
before,Q482,L23,L23402,公平性指標取捨,D,15/18/33/37,1.6818181818181819,True,unique-longest-correct;repeated-option-set,"Q478,Q479,Q480,Q481,Q482,Q483"
before,Q483,L23,L23402,公平性指標取捨,C,33/18/37/15,1.6818181818181819,True,unique-longest-correct;repeated-option-set,"Q478,Q479,Q480,Q481,Q482,Q483"
after,Q001,L11,L11101,AI、ML、DL 關係,B,18/30/17/9,2.0454545454545454,True,length>=2x;unique-longest-correct;repeated-option-set,"Q001,Q002,Q003"
after,Q002,L11,L11101,AI、ML、DL 關係,C,18/17/30/9,2.0454545454545454,True,length>=2x;unique-longest-correct;repeated-option-set,"Q001,Q002,Q003"
after,Q003,L11,L11101,AI、ML、DL 關係,D,18/9/17/30,2.0454545454545454,True,length>=2x;unique-longest-correct;repeated-option-set,"Q001,Q002,Q003"
after,Q004,L11,L11102,負責任 AI 治理,B,14/27/14/14,1.9285714285714286,True,unique-longest-correct;repeated-option-set,"Q004,Q005,Q006"
after,Q005,L11,L11102,負責任 AI 治理,D,14/14/14/27,1.9285714285714286,True,unique-longest-correct;repeated-option-set,"Q004,Q005,Q006"
after,Q006,L11,L11102,負責任 AI 治理,A,27/14/14/14,1.9285714285714286,True,unique-longest-correct;repeated-option-set,"Q004,Q005,Q006"
after,Q007,L11,L11201,結構化與非結構化資料,C,6/6/5/5,0.8823529411764706,False,repeated-option-set,"Q007,Q008,Q009"
after,Q008,L11,L11201,結構化與非結構化資料,D,6/5/6/5,0.8823529411764706,False,repeated-option-set,"Q007,Q008,Q009"
after,Q009,L11,L11201,結構化與非結構化資料,A,5/6/5/6,0.8823529411764706,False,repeated-option-set,"Q007,Q008,Q009"
after,Q010,L11,L11202,避免 Data Leakage,C,7/15/29/17,2.230769230769231,True,length>=2x;unique-longest-correct;repeated-option-set,"Q010,Q011,Q012"
after,Q011,L11,L11202,避免 Data Leakage,A,29/15/17/7,2.230769230769231,True,length>=2x;unique-longest-correct;repeated-option-set,"Q010,Q011,Q012"
after,Q012,L11,L11202,避免 Data Leakage,C,17/7/29/15,2.230769230769231,True,length>=2x;unique-longest-correct;repeated-option-set,"Q010,Q011,Q012"
after,Q013,L11,L11203,資料最小化,D,12/11/17/15,1.125,False,repeated-option-set,"Q013,Q014,Q015"
after,Q014,L11,L11203,資料最小化,C,11/17/15/12,1.125,False,repeated-option-set,"Q013,Q014,Q015"
after,Q015,L11,L11203,資料最小化,D,17/11/12/15,1.125,False,repeated-option-set,"Q013,Q014,Q015"
after,Q016,L11,L11301,過擬合,C,2/5/16/17,2.0,False,length>=2x;repeated-option-set,"Q016,Q017,Q018"
after,Q017,L11,L11301,過擬合,D,2/17/5/16,2.0,False,length>=2x;repeated-option-set,"Q016,Q017,Q018"
after,Q018,L11,L11301,過擬合,C,5/2/16/17,2.0,False,length>=2x;repeated-option-set,"Q016,Q017,Q018"
after,Q019,L11,L11302,監督式學習,B,5/5/6/4,1.0,False,repeated-option-set,"Q019,Q020,Q021"
after,Q020,L11,L11302,監督式學習,B,4/5/6/5,1.0,False,repeated-option-set,"Q019,Q020,Q021"
after,Q021,L11,L11302,監督式學習,D,5/6/4/5,1.0,False,repeated-option-set,"Q019,Q020,Q021"
after,Q022,L11,L11401,生成式與鑑別式 AI,D,11/6/13/25,2.5,True,length>=2x;unique-longest-correct;repeated-option-set,"Q022,Q023,Q024"
after,Q023,L11,L11401,生成式與鑑別式 AI,D,13/6/11/25,2.5,True,length>=2x;unique-longest-correct;repeated-option-set,"Q022,Q023,Q024"
after,Q024,L11,L11401,生成式與鑑別式 AI,C,6/13/25/11,2.5,True,length>=2x;unique-longest-correct;repeated-option-set,"Q022,Q023,Q024"
after,Q025,L11,L11402,整合應用,D,12/13/16/24,1.7560975609756098,True,unique-longest-correct;repeated-option-set,"Q025,Q026,Q027"
after,Q026,L11,L11402,整合應用,B,12/24/16/13,1.7560975609756098,True,unique-longest-correct;repeated-option-set,"Q025,Q026,Q027"
after,Q027,L11,L11402,整合應用,B,13/24/16/12,1.7560975609756098,True,unique-longest-correct;repeated-option-set,"Q025,Q026,Q027"
after,Q028,L12,L12101,No Code / Low Code,C,14/22/29/10,1.891304347826087,True,unique-longest-correct;repeated-option-set,"Q028,Q029,Q030"
after,Q029,L12,L12101,No Code / Low Code,D,14/22/10/29,1.891304347826087,True,unique-longest-correct;repeated-option-set,"Q028,Q029,Q030"
after,Q030,L12,L12101,No Code / Low Code,A,29/22/14/10,1.891304347826087,True,unique-longest-correct;repeated-option-set,"Q028,Q029,Q030"
after,Q031,L12,L12102,限制與選型,C,24/18/20/19,0.9836065573770493,False,repeated-option-set,"Q031,Q032,Q033"
after,Q032,L12,L12102,限制與選型,D,18/24/19/20,0.9836065573770493,False,repeated-option-set,"Q031,Q032,Q033"
after,Q033,L12,L12102,限制與選型,C,24/19/20/18,0.9836065573770493,False,repeated-option-set,"Q031,Q032,Q033"
